date,image,tags,temperature,cluster
2018-02-07,//image.musinsa.com/mfile_s01/_street_images/40921/280.street_img_view15a8161c777393.jpg?,"['코듀로이', '자켓', '아우터', '갈색', '심플', '캐주얼']",-8.0,5
2018-02-07,//image.musinsa.com/mfile_s01/_street_images/40926/280.street_img_view15a8269ce17a56.jpg?,"['후리스', '베이지', '아우터', '흰색', '베이지색', '스트리트', '힙합']",-8.0,5
2018-02-07,//image.musinsa.com/mfile_s01/_street_images/40928/280.street_img_view15a8269a1566b3.jpg?,"['자켓', '레오파드', '아우터', '검정색', '노란색', '애니멀', '유니크', '키치']",-8.0,5
2018-02-08,//image.musinsa.com/mfile_s01/_street_images/40973/280.street_img_view15a83a0c6d5c7d.jpg?,"['코트', '핑크', '아우터', '분홍색', '심플', '캐주얼']",-4.4,3
2018-02-08,//image.musinsa.com/mfile_s01/_street_images/40975/280.street_img_view15a83a5db1bc06.jpg?,"['코트', '체크', '아우터', '체크', '심플', '캐주얼']",-4.4,3
2018-02-08,//image.musinsa.com/mfile_s01/_street_images/40962/280.street_img_view15a8266b7aa5e9.jpg?,"['후리스', '블랙', '아우터', '검정색', '스트리트', '힙합']",-4.4,3
2018-02-08,//image.musinsa.com/mfile_s01/_street_images/40972/280.street_img_view15a83a13a38428.jpg?,"['후디', '그린', '상의', '녹색', '스트리트', '힙합']",-4.4,3
2018-02-09,//image.musinsa.com/mfile_s01/_street_images/41003/280.street_img_view15a83c49c4e428.jpg?,"['카디건', '베이지', '아우터', '베이지색', '워크', '밀리터리']",0.4,9
2018-02-09,//image.musinsa.com/mfile_s01/_street_images/40981/280.street_img_view15a83b7405c2a9.jpg?20180209020006,"['패딩', '체크', '아우터', '체크', '스트리트', '힙합']",0.4,9
2018-02-10,//image.musinsa.com/mfile_s01/_street_images/41008/280.street_img_view15a83be530639c.jpg?,"['코트', '카키', '아우터', '녹색', '심플', '캐주얼']",-0.5,9
2018-02-12,//image.musinsa.com/mfile_s01/_street_images/41036/280.street_img_view15a8a8c010b3ce.jpg?20180212024452,"['더블코트', '아우터', '파랑색', '섹시', '페미닌']",-5.8,3
2018-02-12,//image.musinsa.com/mfile_s01/_street_images/41049/280.street_img_view15a83c8fa17bc3.jpg?,"['후디', '블랙', '상의', '검정색', '심플', '캐주얼']",-5.8,3
2018-02-12,//image.musinsa.com/mfile_s01/_street_images/41047/280.street_img_view15a83c9379cda9.jpg?20180212205744,"['데님재킷', '아우터', '파랑색', '데님', '스트리트', '힙합']",-5.8,3
2018-02-13,//image.musinsa.com/mfile_s01/_street_images/41067/280.5a81e71cb329eimg_view136.jpg?20180213041325,"['코트', '블랙', '아우터', '검정색', '유니크', '키치']",-0.8,9
2018-02-13,//image.musinsa.com/mfile_s01/_street_images/41059/280.street_img_view15a8bec97a0ee5.jpg?20180213035001,"['카디건', '베이지', '아우터', '베이지색', '유니크', '키치']",-0.8,9
2018-02-13,//image.musinsa.com/mfile_s01/_street_images/41061/280.street_img_view15a8bebc973979.jpg?20180213035509,"['레더재킷', '블랙', '아우터', '검정색', '스트리트', '힙합']",-0.8,9
2018-02-14,//image.musinsa.com/mfile_s01/_street_images/41090/280.street_img_view15a94b60a5280d.jpg?,"['라이더자켓', '아이보리', '아우터', '베이지색', '심플', '캐주얼']",3.5,9
2018-02-17,//image.musinsa.com/mfile_s01/_street_images/41106/280.street_img_view15a94e1dd8757a.jpg?20180217134747,"['코트', '베이지', '아우터', '베이지색', '심플', '캐주얼']",-3.0,3
2018-02-18,//image.musinsa.com/mfile_s01/_street_images/41116/280.street_img_view15a8e5cb4ddeb2.jpg?,"['윈드브레이커', '블랙', '아우터', '검정색', '스트리트', '힙합']",-0.4,9
2018-02-18,//image.musinsa.com/mfile_s01/_street_images/41119/280.street_img_view15a8e5c14d7c1f.jpg?,"['코트', '베이지', '아우터', '베이지색', '심플', '캐주얼']",-0.4,9
2018-02-18,//image.musinsa.com/mfile_s01/_street_images/41115/280.street_img_view15a8e5cde96bd3.jpg?,"['점퍼', '블랙', '아우터', '검정색', '녹색', '빨간색', '스트리트', '힙합']",-0.4,9
2018-02-18,//image.musinsa.com/mfile_s01/_street_images/41120/280.street_img_view15a8e5bee3aee3.jpg?,"['크롭티', '블랙', '상의', '검정색', '스트리트', '힙합']",-0.4,9
2018-02-18,//image.musinsa.com/mfile_s01/_street_images/41117/280.street_img_view15a8e5c7e79a58.jpg?,"['재킷', '핑크', '아우터', '분홍색', '스트리트', '힙합']",-0.4,9
2018-02-19,//image.musinsa.com/mfile_s01/_street_images/41161/280.street_img_view15a965c8453296.jpg?20180306092847,"['플라워', '블라우스', '상의', '기타패턴', '심플', '캐주얼']",1.8,9
2018-02-19,//image.musinsa.com/mfile_s01/_street_images/41179/280.street_img_view15a9659c3f40d6.jpg?20180228220245,"['라이더', '자켓', '아우터', '흰색', '걸리시']",1.8,9
2018-02-19,//image.musinsa.com/mfile_s01/_street_images/41216/280.street_img_view15a967df270166.jpg?,"['재킷', '블랙', '아우터', '검정색', '심플', '캐주얼']",1.8,9
2018-02-20,//image.musinsa.com/mfile_s01/_street_images/41525/280.street_img_view15aa1054e3b7fa.jpg?,"['셔츠', '베이지', '상의', '베이지색', '심플', '캐주얼']",0.9,9
2018-02-20,//image.musinsa.com/mfile_s01/_street_images/41235/280.street_img_view15a96827d1fa6d.jpg?,"['레더재킷', '블랙', '아우터', '검정색', '심플', '캐주얼']",0.9,9
2018-02-21,//image.musinsa.com/mfile_s01/_street_images/41246/280.street_img_view25a964d5b072b0.jpg?20180308090602,"['항공점퍼', '아우터', '흰색', '스트리트', '힙합']",-0.9,9
2018-02-22,//image.musinsa.com/mfile_s01/_street_images/41323/280.5a8db2c812983img_view113.jpg?,"['아노락', '그린', '아우터', '녹색', '스트리트', '힙합']",1.3,9
2018-02-22,//image.musinsa.com/mfile_s01/_street_images/41335/280.street_img_view15a9cb66941a7a.jpg?20180223125608,"['후디', '스타터', '상의', '회색', '섹시', '페미닌']",1.3,9
2018-02-22,//image.musinsa.com/mfile_s01/_street_images/41322/280.street_img_view15a968f74a4e35.jpg?,"['재킷', '체크', '아우터', '체크', '포멀', '클래식']",1.3,9
2018-02-23,//image.musinsa.com/mfile_s01/_street_images/41397/280.street_img_view15a9e48ff6a6ca.jpg?20180306181606,"['체크', '셔츠', '아우터', '체크', '심플', '캐주얼']",4.2,0
2018-02-26,//image.musinsa.com/mfile_s01/_street_images/41440/280.street_img_view15a9e44691d505.jpg?,"['니트', '베스트', '상의', '기타컬러', '체크', '걸리시']",3.1,9
2018-02-28,//image.musinsa.com/mfile_s01/_street_images/41470/280.street_img_view15aa7bba3c68b0.jpg?,"['니트', '그린', '상의', '녹색', '심플', '캐주얼']",4.6,0
2018-03-02,//image.musinsa.com/mfile_s01/_street_images/41542/280.street_img_view15a992b14a0e0b.jpg?20180302202917,"['후디', '크리틱', '상의', '베이지색', '분홍색', '스트리트', '힙합']",-0.7,9
2018-03-02,//image.musinsa.com/mfile_s01/_street_images/41562/280.street_img_view15aa10a8e0cfc8.jpg?,"['코트', '핑크', '아우터', '분홍색', '심플', '캐주얼']",-0.7,9
2018-03-03,//image.musinsa.com/mfile_s01/_street_images/41568/280.street_img_view15aa11ef806a0c.jpg?20180314130726,"['베스트', '블랙', '아우터', '검정색', '스트리트', '힙합']",7.9,0
2018-03-04,//image.musinsa.com/mfile_s01/_street_images/41598/280.street_img_view15aa62b87edbda.jpg?,"['셔츠', '브라운', '아우터', '갈색', '심플', '캐주얼']",9.8,4
2018-03-05,//image.musinsa.com/mfile_s01/_street_images/41618/280.street_img_view15a9e19b9c0c9b.jpg?,"['자켓', '오렌지', '아우터', '주황색', '스트리트', '힙합']",5.5,0
2018-03-05,//image.musinsa.com/mfile_s01/_street_images/41613/280.street_img_view15a9e1a16eda81.jpg?,"['더플코트', '베이지', '아우터', '흰색', '걸리시']",5.5,0
2018-03-07,//image.musinsa.com/mfile_s01/_street_images/41712/280.street_img_view15ab05e07624a2.jpg?,"['후드집업', '브라운', '상의', '갈색', '스트리트', '힙합']",6.4,0
2018-03-07,//image.musinsa.com/mfile_s01/_street_images/41680/280.street_img_view15aaa0ee56fe29.jpg?20180315151545,"['데님', '자켓', '아우터', '데님', '심플', '캐주얼']",6.4,0
2018-03-09,//image.musinsa.com/mfile_s01/_street_images/41770/280.street_img_view15aa20886d3f22.jpg?20180309134005,"['스웨트셔츠', '유니스디자인', '상의', '흰색', '스트리트', '힙합']",4.5,0
2018-03-09,//image.musinsa.com/mfile_s01/_street_images/41776/280.street_img_view15aab71b4304c3.jpg?20180309133750,"['키르시', '후디', '상의', '보라색', '섹시', '페미닌']",4.5,0
2018-03-13,//image.musinsa.com/mfile_s01/_street_images/41832/280.street_img_view15acf272bc7dd6.jpg?20180313002223,"['코트', '블랙', '아우터', '검정색', '걸리시']",12.4,4
2018-03-13,//image.musinsa.com/mfile_s01/_street_images/41852/280.street_img_view15acf2f4d8056e.jpg?,"['바람막이', '아우터', '기타패턴', '스트리트', '힙합']",12.4,4
2018-03-15,//image.musinsa.com/mfile_s01/_street_images/41889/280.street_img_view15aab25b271acb.jpg?20180316111123,"['북스토어 스웨트 벌룬 슬리브 셔츠', '러셀 애슬레틱', '상의', '분홍색', '걸리시']",12.4,4
2018-03-19,//image.musinsa.com/mfile_s01/_street_images/41920/280.street_img_view15ab0cdaad1deb.jpg?20180320183246,"['원피스', '오와이', '블랙', '상의', '기타패턴', '심플', '캐주얼']",8.0,0
2018-03-19,//image.musinsa.com/mfile_s01/_street_images/41919/280.street_img_view15ab0cdd7ea3cf.jpg?20180320183302,"['항공점퍼', '카키', '아우터', '녹색', '심플', '캐주얼']",8.0,0
2018-03-20,//image.musinsa.com/mfile_s01/_street_images/41954/280.street_img_view15ab0b19ecf34c.jpg?20180330182245,"['트렌치코트', '베이지', '아우터', '베이지색', '포멀', '클래식']",4.7,0
2018-03-20,//image.musinsa.com/mfile_s01/_street_images/42075/280.street_img_view15ab1c30176fc6.jpg?20180321112812,"['데님자켓', '데님', '티셔츠', '아우터', '데님', '유니크', '키치']",4.7,0
2018-03-20,//image.musinsa.com/mfile_s01/_street_images/41982/280.street_img_view15ab3590807c79.jpg?20180322174529,"['원피스', '상의', '검정색', '걸리시']",4.7,0
